"subject","label","penn_element_name","parameter","value","rt","type","trial_n","reading_time","itemnum"
"S[3]","practice_first","DashedSentence","4","harder","1719","practice","2","383","501"
"S[3]","practice_first","DashedSentence","3","be","1719","practice","2","654","501"
"S[3]","practice_first","DashedSentence","2","will","1719","practice","2","366","501"
"S[3]","practice_first","DashedSentence","1","Some","1719","practice","2","392","501"
"S[3]","practice_first","grade","Choice","7","1719","practice","2","NULL","501"
"S[3]","practice_good_item","DashedSentence","22","music.","1511","practice","3","428","502"
"S[3]","practice_good_item","DashedSentence","21","country","1511","practice","3","400","502"
"S[3]","practice_good_item","DashedSentence","20","revolutionizing","1511","practice","3","321","502"
"S[3]","practice_good_item","DashedSentence","19","for","1511","practice","3","316","502"
"S[3]","practice_good_item","DashedSentence","18","famous","1511","practice","3","317","502"
"S[3]","practice_good_item","DashedSentence","17","is","1511","practice","3","436","502"
"S[3]","practice_good_item","DashedSentence","16","inspirational%2C","1511","practice","3","452","502"
"S[3]","practice_good_item","DashedSentence","15","very","1511","practice","3","322","502"
"S[3]","practice_good_item","DashedSentence","14","and","1511","practice","3","402","502"
"S[3]","practice_good_item","DashedSentence","13","woman","1511","practice","3","424","502"
"S[3]","practice_good_item","DashedSentence","12","young","1511","practice","3","525","502"
"S[3]","practice_good_item","DashedSentence","11","achieving","1511","practice","3","379","502"
"S[3]","practice_good_item","DashedSentence","10","high","1511","practice","3","522","502"
"S[3]","practice_good_item","DashedSentence","9","a","1511","practice","3","489","502"
"S[3]","practice_good_item","DashedSentence","8","is","1511","practice","3","359","502"
"S[3]","practice_good_item","DashedSentence","7","way","1511","practice","3","414","502"
"S[3]","practice_good_item","DashedSentence","6","the","1511","practice","3","304","502"
"S[3]","practice_good_item","DashedSentence","5","by","1511","practice","3","392","502"
"S[3]","practice_good_item","DashedSentence","4","who","1511","practice","3","396","502"
"S[3]","practice_good_item","DashedSentence","3","singer%2C","1511","practice","3","406","502"
"S[3]","practice_good_item","DashedSentence","2","favorite","1511","practice","3","281","502"
"S[3]","practice_good_item","DashedSentence","1","My","1511","practice","3","325","502"
"S[3]","practice_good_item","grade","Choice","7","1511","practice","3","NULL","502"
"S[3]","practice_bad_item","DashedSentence","16","yesterday.","2654","practice","4","362","505"
"S[3]","practice_bad_item","DashedSentence","15","book","2654","practice","4","270","505"
"S[3]","practice_bad_item","DashedSentence","14","the","2654","practice","4","317","505"
"S[3]","practice_bad_item","DashedSentence","13","borrow","2654","practice","4","332","505"
"S[3]","practice_bad_item","DashedSentence","12","will","2654","practice","4","313","505"
"S[3]","practice_bad_item","DashedSentence","11","who","2654","practice","4","327","505"
"S[3]","practice_bad_item","DashedSentence","10","grandpa","2654","practice","4","366","505"
"S[3]","practice_bad_item","DashedSentence","9","her","2654","practice","4","276","505"
"S[3]","practice_bad_item","DashedSentence","8","to","2654","practice","4","332","505"
"S[3]","practice_bad_item","DashedSentence","7","gift","2654","practice","4","326","505"
"S[3]","practice_bad_item","DashedSentence","6","a","2654","practice","4","284","505"
"S[3]","practice_bad_item","DashedSentence","5","as","2654","practice","4","315","505"
"S[3]","practice_bad_item","DashedSentence","4","book","2654","practice","4","520","505"
"S[3]","practice_bad_item","DashedSentence","3","this","2654","practice","4","610","505"
"S[3]","practice_bad_item","DashedSentence","2","bought","2654","practice","4","312","505"
"S[3]","practice_bad_item","DashedSentence","1","Lucy","2654","practice","4","327","505"
"S[3]","practice_bad_item","grade","Choice","1","2654","practice","4","NULL","505"
"S[3]","practice_rest","DashedSentence","20","boss.","1591","practice","5","333","506"
"S[3]","practice_rest","DashedSentence","19","her","1591","practice","5","261","506"
"S[3]","practice_rest","DashedSentence","18","with","1591","practice","5","281","506"
"S[3]","practice_rest","DashedSentence","17","fight","1591","practice","5","312","506"
"S[3]","practice_rest","DashedSentence","16","huge","1591","practice","5","259","506"
"S[3]","practice_rest","DashedSentence","15","a","1591","practice","5","268","506"
"S[3]","practice_rest","DashedSentence","14","having","1591","practice","5","261","506"
"S[3]","practice_rest","DashedSentence","13","after","1591","practice","5","326","506"
"S[3]","practice_rest","DashedSentence","12","working","1591","practice","5","283","506"
"S[3]","practice_rest","DashedSentence","11","stopped","1591","practice","5","246","506"
"S[3]","practice_rest","DashedSentence","10","wife","1591","practice","5","273","506"
"S[3]","practice_rest","DashedSentence","9","her","1591","practice","5","300","506"
"S[3]","practice_rest","DashedSentence","8","for","1591","practice","5","317","506"
"S[3]","practice_rest","DashedSentence","7","still%2C","1591","practice","5","295","506"
"S[3]","practice_rest","DashedSentence","6","car","1591","practice","5","261","506"
"S[3]","practice_rest","DashedSentence","5","a","1591","practice","5","321","506"
"S[3]","practice_rest","DashedSentence","4","buy","1591","practice","5","250","506"
"S[3]","practice_rest","DashedSentence","3","to","1591","practice","5","277","506"
"S[3]","practice_rest","DashedSentence","2","yet","1591","practice","5","317","506"
"S[3]","practice_rest","DashedSentence","1","Sherry","1591","practice","5","232","506"
"S[3]","practice_rest","grade","Choice","2","1591","practice","5","NULL","506"
"S[3]","practice_rest","DashedSentence","13","me.","1849","practice","6","270","507"
"S[3]","practice_rest","DashedSentence","12","gift","1849","practice","6","261","507"
"S[3]","practice_rest","DashedSentence","11","a","1849","practice","6","258","507"
"S[3]","practice_rest","DashedSentence","10","and","1849","practice","6","236","507"
"S[3]","practice_rest","DashedSentence","9","smile","1849","practice","6","227","507"
"S[3]","practice_rest","DashedSentence","8","big","1849","practice","6","234","507"
"S[3]","practice_rest","DashedSentence","7","a","1849","practice","6","441","507"
"S[3]","practice_rest","DashedSentence","6","bringing","1849","practice","6","340","507"
"S[3]","practice_rest","DashedSentence","5","today%2C","1849","practice","6","369","507"
"S[3]","practice_rest","DashedSentence","4","house","1849","practice","6","402","507"
"S[3]","practice_rest","DashedSentence","3","my","1849","practice","6","278","507"
"S[3]","practice_rest","DashedSentence","2","came","1849","practice","6","328","507"
"S[3]","practice_rest","DashedSentence","1","Batman","1849","practice","6","308","507"
"S[3]","practice_rest","grade","Choice","1","1849","practice","6","NULL","507"
"S[3]","practice_rest","DashedSentence","25","it.","1962","practice","7","283","504"
"S[3]","practice_rest","DashedSentence","24","buy","1962","practice","7","300","504"
"S[3]","practice_rest","DashedSentence","23","definitely","1962","practice","7","353","504"
"S[3]","practice_rest","DashedSentence","22","would","1962","practice","7","233","504"
"S[3]","practice_rest","DashedSentence","21","we","1962","practice","7","401","504"
"S[3]","practice_rest","DashedSentence","20","family%2C","1962","practice","7","232","504"
"S[3]","practice_rest","DashedSentence","19","big","1962","practice","7","232","504"
"S[3]","practice_rest","DashedSentence","18","our","1962","practice","7","269","504"
"S[3]","practice_rest","DashedSentence","17","with","1962","practice","7","273","504"
"S[3]","practice_rest","DashedSentence","16","help","1962","practice","7","208","504"
"S[3]","practice_rest","DashedSentence","15","would","1962","practice","7","200","504"
"S[3]","practice_rest","DashedSentence","14","way","1962","practice","7","216","504"
"S[3]","practice_rest","DashedSentence","13","the","1962","practice","7","245","504"
"S[3]","practice_rest","DashedSentence","12","by","1962","practice","7","333","504"
"S[3]","practice_rest","DashedSentence","11","which","1962","practice","7","357","504"
"S[3]","practice_rest","DashedSentence","10","bathrom%2C","1962","practice","7","311","504"
"S[3]","practice_rest","DashedSentence","9","a","1962","practice","7","273","504"
"S[3]","practice_rest","DashedSentence","8","and","1962","practice","7","333","504"
"S[3]","practice_rest","DashedSentence","7","kitchen","1962","practice","7","418","504"
"S[3]","practice_rest","DashedSentence","6","big","1962","practice","7","286","504"
"S[3]","practice_rest","DashedSentence","5","a","1962","practice","7","300","504"
"S[3]","practice_rest","DashedSentence","4","had","1962","practice","7","556","504"
"S[3]","practice_rest","DashedSentence","3","apartment","1962","practice","7","329","504"
"S[3]","practice_rest","DashedSentence","2","this","1962","practice","7","287","504"
"S[3]","practice_rest","DashedSentence","1","If","1962","practice","7","289","504"
"S[3]","practice_rest","grade","Choice","6","1962","practice","7","NULL","504"
"S[3]","practice_rest","DashedSentence","13","she?","2505","practice","8","348","508"
"S[3]","practice_rest","DashedSentence","12","doesn't","2505","practice","8","448","508"
"S[3]","practice_rest","DashedSentence","11","know%2C","2505","practice","8","290","508"
"S[3]","practice_rest","DashedSentence","10","I","2505","practice","8","394","508"
"S[3]","practice_rest","DashedSentence","9","people","2505","practice","8","298","508"
"S[3]","practice_rest","DashedSentence","8","most","2505","practice","8","231","508"
"S[3]","practice_rest","DashedSentence","7","than","2505","practice","8","276","508"
"S[3]","practice_rest","DashedSentence","6","taller","2505","practice","8","257","508"
"S[3]","practice_rest","DashedSentence","5","much","2505","practice","8","427","508"
"S[3]","practice_rest","DashedSentence","4","tall%2C","2505","practice","8","373","508"
"S[3]","practice_rest","DashedSentence","3","very","2505","practice","8","220","508"
"S[3]","practice_rest","DashedSentence","2","is","2505","practice","8","358","508"
"S[3]","practice_rest","DashedSentence","1","Joanna","2505","practice","8","320","508"
"S[3]","practice_rest","grade","Choice","2","2505","practice","8","NULL","508"
"S[3]","practice_rest","DashedSentence","21","black.","1670","practice","9","298","503"
"S[3]","practice_rest","DashedSentence","20","are","1670","practice","9","316","503"
"S[3]","practice_rest","DashedSentence","19","Nick's","1670","practice","9","253","503"
"S[3]","practice_rest","DashedSentence","18","brother","1670","practice","9","214","503"
"S[3]","practice_rest","DashedSentence","17","her","1670","practice","9","218","503"
"S[3]","practice_rest","DashedSentence","16","is","1670","practice","9","255","503"
"S[3]","practice_rest","DashedSentence","15","which","1670","practice","9","232","503"
"S[3]","practice_rest","DashedSentence","14","there","1670","practice","9","298","503"
"S[3]","practice_rest","DashedSentence","13","over","1670","practice","9","323","503"
"S[3]","practice_rest","DashedSentence","12","desk","1670","practice","9","817","503"
"S[3]","practice_rest","DashedSentence","11","other","1670","practice","9","650","503"
"S[3]","practice_rest","DashedSentence","10","that","1670","practice","9","234","503"
"S[3]","practice_rest","DashedSentence","9","and","1670","practice","9","382","503"
"S[3]","practice_rest","DashedSentence","8","Sandra%2C","1670","practice","9","252","503"
"S[3]","practice_rest","DashedSentence","7","to","1670","practice","9","238","503"
"S[3]","practice_rest","DashedSentence","6","belong","1670","practice","9","252","503"
"S[3]","practice_rest","DashedSentence","5","to","1670","practice","9","359","503"
"S[3]","practice_rest","DashedSentence","4","used","1670","practice","9","448","503"
"S[3]","practice_rest","DashedSentence","3","which","1670","practice","9","413","503"
"S[3]","practice_rest","DashedSentence","2","desk%2C","1670","practice","9","323","503"
